,tweets,cleaned_tweets
150,"Short-Term, Limited-Duration Insurance May Be Here to Stay https://t.co/Fj4vRIwKej",short term limit durat insur stay
151,"And ""Psychedelics Helped Me Reclaim My Life and Push to Change Drug Laws"": https://t.co/CEHjXUiWNo",psychedel reclaim life push drug law
152,Last chance to register for today's event! Don't miss it: https://t.co/lcsDdZCRSi,chanc regist today event
153,COVID-19 and Nursing Homes: The New York State Experience https://t.co/dpTj1LVi3K,nurs york state experi
154,In an hour! Can Psychedelics Help Save America? Details here: https://t.co/lcsDdZCRSi #PsyAm,hour psychedel save america psyam
155,@MasonMarksMD concludes the panel with a call to vote and to check out our companion blog symposium: https://t.co/GQjNAn2FcD #PsyAm,conclud panel vote check companion blog symposium psyam
156,Neurodiversity and Psychedelics Decriminalization by @DustinMarlan https://t.co/dDWyAWXOx5 #PsyAm,neurodivers psychedel decrimin psyam
157,"""I am not the usual protagonist you’d imagine as an advocate for psychedelics,"" writes @MelissaMNDC, chairwoman for @DecrimNatureDC and proposer of #initiative81. ""But I had a psychedelic experience that changed my life."" Read more: https://t.co/CEHjXUAybY #PsyAm",protagonist imagin advoc psychedel write chairwoman propos psychedel experi life read psyam
158,A new study led by investigators from Harvard-affiliated Brigham and Women’s Hospital found that 80% of married couples share heart disease risk factors and behaviors https://t.co/Ge61rsSBFg,studi led investig affili brigham women hospit marri coupl share heart diseas risk factor behavior
159,A new study found that universal masking in a Massachusetts health care system led to a decrease in the COVID-19 epidemic curve among health care workers even as the infection rate continued to steeply rise in the surrounding community population https://t.co/1dZfKxGqYK,studi univers mask massachusett health care led decreas epidem curv health care worker infect rate continu steepli rise surround communiti popul
160,"The research suggests that sensors, called chemotactile receptors, use molecules to help the animal figure out what it’s touching and whether that object is prey https://t.co/YC6jgcDK5D",sensor chemotactil receptor molecul anim figur touch object prey
161,"Flying to visit loved ones this holiday season poses a low risk for catching or spreading coronavirus, according to Harvard University scientists. 

#AlBawabaBusiness 

https://t.co/Yo5v9MVhJv",fli visit love holiday season pose low risk catch spread coronavirus scientist albawababusi
162,"Legend for Harvard map -

Green - 1 daily new case per 100,000 people 
Yellow - 1-10 daily new cases per 100,000 people
Orange - 10-25 daily new cases per 100,000 people
Red - &gt;25 daily new cases per 100,000 people https://t.co/j7kevRf9kO",legend map green daili case peopl yellow daili case peopl orang daili case peopl red daili case peopl
163,Harvard Law School communist caucus is REALLY mad at Dad https://t.co/jVmCRuglXC,hls law communist caucus mad dad
164,"Once I had a discussion at university with colleagues, 

How to teach Business Ethics? Essentially, I can't do that. Cause we learn this as children in our homes.  

What I can do is expose my students to examples to encourage new behaviours @mansharamani @Harvard 

#DruckerForum https://t.co/cNgHNRxCML",discuss univers colleagu teach busi ethic essenti learn children expos student encourag behaviour druckerforum
165,"“MOST AMERICANS do not know who their state representatives are. Only 12% could correctly name them in a Co-operative Congressional Election Study from Harvard in 2018.”

https://t.co/tkfp0sOxKE",american state repres correct oper congression elect studi
166,Is Flying Safer Than Grocery Shopping? Harvard Study Says It Could Be https://t.co/a7g322onc8,fli safer groceri shop studi
167,@potatoman245 You need photography lessons.  Take an elective when you get to Harvard.,photographi lesson elect
168,@simplyserotonin The Pathways program at Harvard is great for this!,pathway program great
169,@jonmorosi @Harvard @GlobHistHarvard @LasMayores @EmbamexEUA @USAmbMex Some of my favorite people involved!,favorit peopl involv
170,"Don’t focus on #DigitalTransformation?! Yep, we said it. And we mean it—in a way. @Slalom tackles how to avoid getting stuck on your #cloud journey in an article on Harvard Business Review. @AWSCloud #HBR https://t.co/XT6YqC8Q3g",focus yep tackl avoid stuck cloud journey articl busi review hbr
171,Harvard study: Flying has lower COVID-19 risk than grocery shopping | https://t.co/b9qz7s7SWE https://t.co/OvFPz0RZil,studi fli lower risk groceri shop
172,"https://t.co/WEeYBR4o1c

#Bill_Gates_English_Speech_In_Harvard_Commencement (English Subtitles) 👆

#Microsoft

Watch &amp; Share your Friends..🎭 https://t.co/hjjStv2gHR",gate english speech commenc english subtitl microsoft watch share friend
173,@NBellono @ryotaiino @CoreyAHAllard @CellPressNews @MCB_Harvard Congratulations! Nice cover too!,congratul nice cover
174,@Harvard Why did Larry Summers go to Pedo Island so many times?,larri summer pedo island time
175,Honored to be a panelist at @Harvard's webinar tomorrow at 4 pm ET on Mexico's role in baseball's integration and modern Latin American sports culture. The seminar is free and open to the public. Please register below and join. @GlobHistHarvard @LasMayores @EmbamexEUA @USAmbMex https://t.co/um5j67YJSk,honor panelist webinar tomorrow mexico role basebal integr modern latin american sport cultur seminar free open public regist join
176,"Oh look, it's that thing I've been warning about, with so many other ways to rot our brain this sounds like the least fun #COVID19 #wearamask 
https://t.co/LqT5owpppR",thing warn rot brain sound fun wearamask
177,"Join alumni, students, and members of the Harvard community from across the world for a virtual 5K. Sign up today to run, jog, walk, cycle, or roll between November 12 and November 16 https://t.co/TCA2KmYybN #HarvardMoves",join alumni student member communiti virtual sign today jog walk cycl roll novemb novemb
178,Harvard professors place the 2020 presidential race in historical context and consider its impact on the future of our democracy https://t.co/gp9AEA1F1P,professor presidenti race histor context impact futur democraci
179,Chayes International Public Service Fellows ​address COVID-19 challenges as part of their global advocacy work https://t.co/aqldvMLXKM,chay intern public servic fellow address challeng global advocaci work
180,"Watch: @hlslib Book Talk with Professors Lewis Sargentich, Charles Fried, and Duncan Kennedy https://t.co/KAOF5zRcj5",watch book talk professor lewi sargentich charl fri duncan kennedi
181,"@SparklingVante Have you seen that Harvard case study? I think that would be a good resource and place to start 

https://t.co/G8TLLDlyib",case studi good resourc start
182,"Meet #SusanKander, composer of #dwb (Driving While Black). Susan's music has been heard throughout the U.S and in cities globally. She received her B.A. in Music at @Harvard &amp; later attended graduate school in composition. LAST CHANCE to stream dwb! RSVP: https://t.co/PrHMDEIAwR https://t.co/oyi00zOSLI",meet susankand compos dwb drive black susan music heard citi global receiv music attend graduat school composit chanc stream dwb rsvp
183,"@SomersErin I was an intern at @tnr when I was 26 and all the rest were 20 year-old Harvard brats, Ruth Shalit, and some dude that was Danish royalty. I'd light my corncob pipe, squint with the eyes of age, and teach them how the world worked.",intern rest year brat ruth shalit dude danish royalti light corncob pipe squint eye age teach work
184,The left map is from Harvard.  The right is by our garbage Governor.  Jim Justice wants to “Make WV Sick Again”.  This is what happens when the leadership licks tRump’s boots.  Hey Jim.....you’ve got Cheeto dust on your chin. https://t.co/a6j2WTS9b0,left map garbag governor jim justic sick leadership lick trump boot hey jim cheeto dust chin
185,@Patta47cake @jonkarl @DebraHange1 @PressSec @kayleighmcenany @Harvard Kay-lie McEnemy is going down with the ship. Let’s hope she doesn’t know something about how Trump plans on cheating.,kay lie mcenemi ship trump plan cheat
186,Congratulations my sister H.E @AmiraDSA &amp; your proactive team at @AfricaCDC led by Dr @JNkengasong for d launch of this Excellent initiative-THE GLOBAL NURSING LEADERSHIP PROGRAMME by d Africa CDC &amp; Harvard T.H.Chan School of Public Health with Pr.Mitxhelle William's Dr Ali Pate. https://t.co/L2OAniBIqc,congratul sister proactiv team led launch excel initi global nurs leadership programm africa cdc chan school public health mitxhell william ali pate
187,"At d Virtual Panel of d Global Nursing Leadership program launched by @AfricaCDC &amp; d @Harvard T H Chan School of public health with @AmiraDSA @JNkengasong, Dr M ohammed Ali Pate, Pr Mitchell Williams, H.E. Pr Sheila Tlou,we agreed d time is now to upscale nurses training @auhrst https://t.co/8yojNwQsjh",virtual panel global nurs leadership program launch chan school public health oham ali pate mitchel william sheila tlou agre time upscal nurs train
188,Taste anything and everything you touch? That's what an #octopus  does https://t.co/z1xGLv7kyu,tast touch octopus
189,@osamabinbiden1 It might b a lil over ur head.... he dropped out of Harvard fyi 🤓,lil head drop fyi
190,"According to Harvard Business Review (HBR), 99% of surveyed working adults in the US report having worked with at least one person who lacks social and self-awareness. While 73% of respondents indicate it was a coworker, 32% report it was their  https://t.co/Gl1w6MHsoa https://t.co/jIj2aOdIMm",busi review hbr survey work adult report work person lack social awar respond cowork report
